Country,Province,District,chiefdom,geometry
Sierra Leone,Eastern,Kailahun,Dia,"POLYGON ((-10.697071075439407 8.02683353424073, -10.69327068328847 8.02613353729249, -10.690971374511673 8.025033950805728, -10.686970710754405 8.022733688354442, -10.6868600845337 8.022695541381957, -10.680371284484874 8.020434379577644, -10.677170753478958 8.020434379577644, -10.672970771789505 8.02193355560315, -10.67007064819337 8.022334098815925, -10.667170524597179 8.022233963012816, -10.661870956420795 8.020533561706664, -10.658471107482864 8.020633697509773, -10.653071403503429 8.022233963012816, -10.644270896911632 8.023134231567447, -10.640070915222179 8.024033546447818, -10.635570526123 8.02613353729249, -10.628570556640634 8.029233932495126, -10.626470565795852 8.029534339904792, -10.62521266937257 8.02933311462409, -10.625102043151866 8.029314994812133, -10.619371414184581 8.027733802795531, -10.610971450805675 8.02683353424073, -10.607670783996534 8.02573394775397, -10.606471061706495 8.024233818054206, -10.600068092346202 8.0263833999635, -10.599711418151752 8.019879341125495, -10.598787307739268 8.00308132171643, -10.598776817321788 8.002966880798347, -10.598176002502452 7.995934009552124, -10.599471092224132 7.995933055877807, -10.600741386413528 7.995932102203319, -10.59947299957265 7.987542152404793, -10.599514007568313 7.984500885009887, -10.60022544860835 7.931841850280883, -10.601571083068743 7.900333881378125, -10.606671333312999 7.9001340866089516, -10.611170768737804 7.90023422241206, -10.615470886230364 7.900834083557194, -10.619871139526321 7.902733802795474, -10.623170852661143 7.903533935546997, -10.630070686340286 7.903934001922558, -10.649971008300735 7.90383386611945, -10.65337085723878 7.904034137725894, -10.656670570373489 7.904833793640145, -10.668870925903331 7.910334110260074, -10.673171043396007 7.91113376617438, -10.682170867919933 7.911933898925903, -10.687570571899425 7.914134025573681, -10.690071105957042 7.9146342277527495, -10.695370674133311 7.915033817291268, -10.698970794677745 7.916433811187751, -10.70187091827388 7.919834136963011, -10.70357131958003 7.924434185028141, -10.704293251037608 7.927412986755379, -10.703170776367198 7.928433895111092, -10.697871208190927 7.931334018707283, -10.695470809936534 7.933934211731021, -10.692171096801712 7.940633773803775, -10.691370964050304 7.944633960723998, -10.691070556640579 7.95193386077893, -10.690370559692335 7.955533981323364, -10.688470840454055 7.960033893585155, -10.687870979309036 7.9629340171814045, -10.687670707702647 7.96593379974366, -10.687670707702647 7.96893405914313, -10.687971115112259 7.9978342056274485, -10.68817138671876 8.00293445587159, -10.688671112060558 8.006834030151431, -10.690971374511673 8.012233734130866, -10.691770553588878 8.015633583068912, -10.691970825195323 8.019233703613347, -10.695171356201126 8.023433685302686, -10.697071075439407 8.02683353424073))"
Sierra Leone,Eastern,Kailahun,Jawie,"POLYGON ((-10.805171012878429 7.900633811950805, -10.809571266174213 7.89963388442994, -10.812471389770518 7.898034095764281, -10.815771102905225 7.89503383636481, -10.830870628356886 7.8797340393067055, -10.83337116241456 7.877133846282966, -10.835371017456065 7.874433994293163, -10.837270736694347 7.8705339431762775, -10.838570594787608 7.868534088134887, -10.84187126159669 7.86463403701783, -10.84307098388673 7.86263418197644, -10.84497070312501 7.858734130859325, -10.849170684814464 7.853434085845955, -10.850470542907726 7.8514342308043945, -10.852371215820323 7.847534179687508, -10.857070922851573 7.8416337966919585, -10.860271453857376 7.835733890533512, -10.863970756530716 7.831034183502319, -10.865171432495071 7.829133987426823, -10.867171287536632 7.825233936309935, -10.871371269226085 7.819933891296395, -10.872671127319347 7.8179340362550045, -10.874071121215831 7.814733982086133, -10.87567138671876 7.811833858490111, -10.876470565795909 7.809634208679206, -10.877571105957042 7.804334163665836, -10.87847137451167 7.802033901214551, -10.87997055053712 7.799233913421638, -10.881271362304698 7.7960338592529945, -10.884071350097667 7.792434215545775, -10.89827060699464 7.77813386917115, -10.901571273803722 7.774134159088199, -10.904070854187022 7.769333839416512, -10.906170845031692 7.7657341957092925, -10.907771110534679 7.762434005737312, -10.90907096862794 7.759133815765389, -10.914171218872081 7.75993394851691, -10.923570632934581 7.760933876037605, -10.933271408081009 7.762633800506656, -10.941970825195323 7.760734081268431, -10.949871063232433 7.760034084320189, -10.958870887756358 7.760533809661987, -10.962071418762218 7.76193380355847, -10.964370727539073 7.7657341957092925, -10.965770721435558 7.774633884430052, -10.967070579528706 7.7794342041015705, -10.968470573425247 7.782733917236279, -10.97277069091798 7.7899341583251465, -10.976470947265636 7.793134212494018, -10.980570793151866 7.795534133911141, -10.987971305847179 7.800633907318123, -10.994271278381301 7.804034233093383, -10.995771408081065 7.812233924865674, -10.998571395874034 7.818833827972419, -11.003070831298839 7.824934005737256, -11.006171226501362 7.8299341201783434, -11.010570526123 7.8361339569093005, -11.013670921325637 7.842534065246647, -11.01697063446046 7.851233959198006, -11.020771026611282 7.858734130859325, -11.024170875549327 7.8645339012146644, -11.02797126770015 7.871634006500251, -11.023871421813919 7.874234199523991, -11.019371032714854 7.878533840179451, -11.017070770263683 7.881733894348266, -11.01577091217042 7.88483381271363, -11.013570785522415 7.889133930206307, -11.011771202087356 7.89313411712653, -11.009170532226573 7.8964338302612385, -11.006071090698253 7.899134159088086, -11.00347137451173 7.900033950805671, -11.000770568847667 7.9001340866089516, -10.997470855712901 7.899034023284976, -10.995270729064952 7.896634101867627, -10.994371414184581 7.894234180450503, -10.99297142028804 7.889133930206307, -10.99047088623048 7.886434078216504, -10.988270759582473 7.885334014892699, -10.984271049499522 7.883833885192935, -10.981771469116222 7.8809337615967445, -10.979070663452159 7.87873411178601, -10.975171089172374 7.878533840179451, -10.968871116638137 7.8822340965271644, -10.965170860290538 7.888433933258065, -10.963471412658645 7.892333984375007, -10.961271286010753 7.8952341079711985, -10.95797061920167 7.898434162139844, -10.954071044921886 7.901134014129647, -10.950970649719192 7.905434131622322, -10.946970939636241 7.909833908081063, -10.942971229553176 7.913934230804508, -10.938970565795852 7.917233943939274, -10.934770584106456 7.919434070587223, -10.930471420288097 7.9217338562012936, -10.92727088928218 7.923034191131656, -10.922970771789561 7.925434112548836, -10.919771194458018 7.926834106445263, -10.917571067809956 7.928334236145027, -10.913270950317393 7.931834220886352, -10.909371376037608 7.934634208679264, -10.905771255493175 7.940534114837711, -10.90337085723878 7.945534229278629, -10.89987087249757 7.949734210967969, -10.896270751953136 7.953234195709293, -10.893671035766555 7.954934120178231, -10.891571044921886 7.955733776092537, -10.887371063232433 7.956634044647338, -10.882070541381733 7.958834171295116, -10.878570556640579 7.95943403244025, -10.870370864868175 7.959834098815982, -10.86757087707515 7.960534095764224, -10.863370895385696 7.962533950805785, -10.860271453857376 7.96393394470227, -10.857971191406202 7.965534210205142, -10.855871200561534 7.9674339294433665, -10.853671073913528 7.970334053039616, -10.85187053680421 7.974234104156501, -10.85037136077882 7.9771342277526935, -10.849471092224075 7.979434013366763, -10.848171234130756 7.98533391952521, -10.846071243286143 7.989734172821167, -10.844170570373489 7.993733882904118, -10.84207057952882 7.996533870697029, -10.838871002197276 7.999733924865731, -10.834971427917434 8.00293445587159, -10.829971313476573 8.005634307861392, -10.82727146148677 8.007734298706119, -10.82257080078126 8.012133598327758, -10.819770812988292 8.014333724975536, -10.815171241760206 8.01673412322993, -10.812371253967296 8.018934249877937, -10.806671142578079 8.024033546447818, -10.803470611572276 8.02583408355725, -10.792671203613292 8.021834373474128, -10.789670944213878 8.019634246826122, -10.786971092224132 8.016433715820433, -10.78367137908931 8.009533882141065, -10.78347110748292 8.007333755493287, -10.784871101379292 8.002634048461923, -10.78527069091798 7.998434066772526, -10.785470962524425 7.990734100341862, -10.786070823669444 7.9866337776183585, -10.788471221923725 7.980834007263192, -10.788870811462413 7.976034164428719, -10.78807067871089 7.971233844757201, -10.785671234130813 7.965834140777595, -10.785071372985794 7.962133884430053, -10.784971237182571 7.957233905792244, -10.78467082977296 7.928433895111092, -10.784770965576183 7.9255337715149, -10.785370826721202 7.922733783721989, -10.787570953369151 7.9183340072632475, -10.788870811462413 7.915133953094603, -10.790770530700692 7.911633968353279, -10.79257106781007 7.9079341888427805, -10.795270919799757 7.904933929443423, -10.802070617675735 7.901834011077889, -10.805171012878429 7.900633811950805))"
Sierra Leone,Eastern,Kailahun,Kissi Kama,"POLYGON ((-10.446571350097608 8.324234008789126, -10.453371047973587 8.330034255981511, -10.454570770263626 8.332034111022901, -10.455370903015146 8.334334373474187, -10.455671310424759 8.337233543396119, -10.455771446227981 8.34013366699231, -10.455870628356887 8.363333702087468, -10.456271171569778 8.367234230041626, -10.457771301269542 8.370634078979442, -10.466971397399911 8.381934165954599, -10.471324920654308 8.376902580261238, -10.464710235595714 8.388389587402466, -10.464116096496536 8.3887262344361, -10.46342945098878 8.389114379882878, -10.461541175842237 8.390190124511728, -10.461259841918956 8.390350341796882, -10.45269012451173 8.395229339599616, -10.449405670165968 8.399130821228036, -10.44575023651124 8.403470993042, -10.431339263916025 8.429821968078679, -10.425559043884231 8.436000823974561, -10.418679237365732 8.439770698547429, -10.417240142822275 8.440559387207095, -10.409465789794876 8.449037551879947, -10.40842914581294 8.45016765594489, -10.407346725463878 8.45255374908448, -10.407146453857433 8.452996253967349, -10.40708160400386 8.453138351440495, -10.404471397399856 8.453034400940005, -10.394970893859815 8.451033592224185, -10.391871452331497 8.449633598327702, -10.386614799499522 8.445626258850218, -10.385971069335946 8.445134162902953, -10.385578155517587 8.444937705993718, -10.38217067718501 8.443234443664673, -10.379171371459915 8.44043445587159, -10.3768711090088 8.436034202575806, -10.374871253967237 8.43243408203137, -10.373471260070811 8.429233551025455, -10.371070861816417 8.425033569335888, -10.369857788085948 8.422262191772582, -10.369689941406204 8.421875000000064, -10.369485855102548 8.42150688171399, -10.367492675781204 8.417907714843814, -10.366699218750009 8.414916992187452, -10.36662769317628 8.41401672363282, -10.366471290588331 8.411033630371158, -10.366271018981944 8.394734382629458, -10.366471290588331 8.390933990478638, -10.36737060546876 8.387634277343873, -10.369271278381357 8.38393402099616, -10.370571136474505 8.380833625793523, -10.372467041015577 8.377436637878427, -10.37298583984376 8.376525878906314, -10.373726844787551 8.374671936035108, -10.374239921569778 8.373411178588931, -10.374271392822218 8.373333930969245, -10.374555587768564 8.372809410095222, -10.376098632812395 8.36987304687512, -10.377782821655284 8.366341590881357, -10.37798786163331 8.365910530090398, -10.380834579467784 8.36208152770997, -10.38179397583003 8.361059188842894, -10.384370803833017 8.358333587646607, -10.385228157043466 8.357691764831609, -10.387512207031202 8.356079101562564, -10.39178466796876 8.353881835937452, -10.396301269531204 8.351684570312564, -10.402099609374954 8.350280761718757, -10.407287597656145 8.347717285156314, -10.40929412841798 8.34681320190436, -10.410400390624954 8.346313476562507, -10.41387939453126 8.344482421875066, -10.415067672729503 8.344160079956062, -10.417571067810067 8.343534469604444, -10.421470642089798 8.343334197998054, -10.427270889282237 8.343334197998054, -10.428302764892587 8.34325313568116, -10.43107128143306 8.34303379058833, -10.434870719909677 8.341433525085458, -10.437971115112315 8.33883380889899, -10.439704895019485 8.33697032928479, -10.441894531249954 8.334472656250009, -10.443254470825147 8.332394599914615, -10.44407081604005 8.331033706665162, -10.446571350097608 8.324234008789126))"
Sierra Leone,Eastern,Kailahun,Kissi Teng,"POLYGON ((-10.268709182739267 8.491206169128484, -10.266669273376419 8.487037658691415, -10.26699542999263 8.48709201812745, -10.267129898071243 8.486886978149364, -10.267559051513624 8.48623943328864, -10.2682809829712 8.485150337219302, -10.270234107971145 8.47931957244874, -10.269348144531204 8.476996421814029, -10.267023086547804 8.470896720886238, -10.26877784729005 8.464735984802255, -10.268925666809036 8.464217185974185, -10.269419670104933 8.462482452392699, -10.269602775573741 8.461841583252019, -10.270778656005813 8.456688880920531, -10.270934104919444 8.456013679504515, -10.267176628112804 8.449090957641722, -10.267059326171829 8.448872566223153, -10.266655921936046 8.445877075195321, -10.265752792358407 8.439164161682081, -10.26742172241212 8.435206413268993, -10.268458366394052 8.432748794555673, -10.269030570983897 8.431389808654794, -10.270983695983782 8.426220893859927, -10.270335197448741 8.420420646667546, -10.265791893005382 8.415858268737857, -10.267745018005382 8.410030364990357, -10.268408775329485 8.404253005981568, -10.272578239440872 8.402419090271062, -10.2729635238647 8.402254104614267, -10.274917602538958 8.397085189819459, -10.27167606353755 8.390005111694402, -10.273435592651262 8.388213157653816, -10.274935722351083 8.3867149353028, -10.278823852538958 8.384767532348699, -10.279461860656747 8.383497238159244, -10.280112266540481 8.382202148437566, -10.280978202819778 8.381316184997681, -10.28170680999757 8.38057041168225, -10.282724380493173 8.377655029296939, -10.282590866088764 8.376898765564086, -10.282541275024423 8.37661457061774, -10.280797958374034 8.366664886474673, -10.284033775329544 8.360174179077157, -10.28793144226064 8.354342460632274, -10.284712791442768 8.349182128906259, -10.283553123474073 8.344513893127564, -10.282782554626419 8.341414451599242, -10.282792091369638 8.335660934448308, -10.285367012023936 8.330381393432567, -10.288641929626474 8.328845024108894, -10.296373367309581 8.325220108032292, -10.296419143676653 8.321975708007878, -10.295959472656204 8.321645736694345, -10.299011230468702 8.318115234375064, -10.308105468749895 8.317504882812507, -10.320983886718759 8.317321777343759, -10.346191406250009 8.317321777343759, -10.350585937500009 8.317321777343759, -10.355407714843645 8.315673828125066, -10.361389160156204 8.311279296875066, -10.366882324218759 8.3079223632812, -10.37078857421876 8.30407714843762, -10.373901367187454 8.29968261718762, -10.377807617187454 8.297119140625009, -10.38049316406251 8.294677734375064, -10.38269042968751 8.29168701171887, -10.384583473205518 8.287902832031202, -10.38708496093751 8.283508300781202, -10.388305664062397 8.28027343749995, -10.390380859374954 8.27587890624995, -10.39099121093751 8.273071289062509, -10.391723632812454 8.26708984375012, -10.39398193359376 8.25952053070069, -10.398370742797747 8.261834144592294, -10.40104866027833 8.263397216796939, -10.40197753906251 8.263916015625009, -10.40588378906251 8.265686035156314, -10.408875465393075 8.267883300781259, -10.41036415100093 8.269654273986824, -10.412171363830462 8.271734237670964, -10.414470672607433 8.275834083557193, -10.417071342468214 8.278634071350107, -10.419318199157726 8.27958488464362, -10.419671058654739 8.279733657836864, -10.424671173095712 8.280934333801392, -10.427157402038526 8.282120704650943, -10.429077148437509 8.283081054687623, -10.43231201171876 8.284484863281257, -10.436491966247567 8.286634445190495, -10.43658447265626 8.286682128906314, -10.438304901123056 8.287488937377937, -10.44049072265626 8.288513183593759, -10.44348144531251 8.29071044921887, -10.446289062499895 8.293273925781259, -10.44927978515626 8.296691894531259, -10.45080566406251 8.29931640625012, -10.451436996459972 8.301840782165534, -10.451571464538528 8.302433967590398, -10.451770782470714 8.30603408813483, -10.451744079589854 8.30709266662604, -10.45147705078126 8.314086914062507, -10.450378417968704 8.317871093750007, -10.450171470642044 8.318222045898388, -10.447257041931163 8.32315731048579, -10.446571350097608 8.324234008789126, -10.44407081604005 8.331033706665162, -10.443254470825147 8.332394599914615, -10.441894531249954 8.334472656250009, -10.439704895019485 8.33697032928479, -10.437971115112315 8.33883380889899, -10.434870719909677 8.341433525085458, -10.43107128143306 8.34303379058833, -10.428302764892587 8.34325313568116, -10.427270889282237 8.343334197998054, -10.421470642089798 8.343334197998054, -10.417571067810067 8.343534469604444, -10.415067672729503 8.344160079956062, -10.41387939453126 8.344482421875066, -10.410400390624954 8.346313476562507, -10.40929412841798 8.34681320190436, -10.407287597656145 8.347717285156314, -10.402099609374954 8.350280761718757, -10.396301269531204 8.351684570312564, -10.39178466796876 8.353881835937452, -10.387512207031202 8.356079101562564, -10.385228157043466 8.357691764831609, -10.384370803833017 8.358333587646607, -10.38179397583003 8.361059188842894, -10.380834579467784 8.36208152770997, -10.37798786163331 8.365910530090398, -10.377782821655284 8.366341590881357, -10.376098632812395 8.36987304687512, -10.374555587768564 8.372809410095222, -10.374271392822218 8.373333930969245, -10.374239921569778 8.373411178588931, -10.373726844787551 8.374671936035108, -10.37298583984376 8.376525878906314, -10.372467041015577 8.377436637878427, -10.370571136474505 8.380833625793523, -10.369271278381357 8.38393402099616, -10.36737060546876 8.387634277343873, -10.366471290588331 8.390933990478638, -10.366271018981944 8.394734382629458, -10.366471290588331 8.411033630371158, -10.36662769317628 8.41401672363282, -10.366699218750009 8.414916992187452, -10.367492675781204 8.417907714843814, -10.369485855102548 8.42150688171399, -10.369689941406204 8.421875000000064, -10.369857788085948 8.422262191772582, -10.371070861816417 8.425033569335888, -10.373471260070811 8.429233551025455, -10.374871253967237 8.43243408203137, -10.3768711090088 8.436034202575806, -10.379171371459915 8.44043445587159, -10.38217067718501 8.443234443664673, -10.385578155517587 8.444937705993718, -10.385971069335946 8.445134162902953, -10.386614799499522 8.445626258850218, -10.391871452331497 8.449633598327702, -10.394970893859815 8.451033592224185, -10.404471397399856 8.453034400940005, -10.40708160400386 8.453138351440495, -10.401597023010263 8.465202331543033, -10.401451110839798 8.465524673461866, -10.398065567016555 8.470186233520572, -10.393799781799325 8.476058959961003, -10.393362998962413 8.477274894714421, -10.389598846435556 8.48775291442872, -10.387325286865188 8.490968704223697, -10.385971069335946 8.49288368225104, -10.382040023803665 8.491157531738347, -10.378355979919387 8.489540100097665, -10.372698783874522 8.48705577850354, -10.363990783691303 8.488141059875497, -10.353400230407726 8.491639137268074, -10.34939575195302 8.494363784790046, -10.346890449523935 8.496069908142156, -10.344344139099132 8.497142791748113, -10.335570335388192 8.500842094421396, -10.33513164520259 8.501057624816847, -10.33141040802003 8.502890586853036, -10.330860137939407 8.502667427063054, -10.330449104309091 8.502498626709048, -10.321728706359817 8.49894428253186, -10.315382957458507 8.49564933776862, -10.314462661743175 8.4951715469361, -10.311884880065872 8.49383258819581, -10.301959037780714 8.488678932190007, -10.293285369873 8.486450195312452, -10.29248142242427 8.486242294311532, -10.286860466003429 8.484799385070923, -10.285811424255382 8.485486030578622, -10.284663200378429 8.486237525940064, -10.27817916870118 8.490479469299268, -10.27675724029542 8.490658760070865, -10.275511741638194 8.490816116333074, -10.273981094360304 8.491009712219245, -10.272023200988778 8.49125576019288, -10.26939964294429 8.491586685180728, -10.2692317962646 8.491495132446298, -10.269101142883255 8.491422653198251, -10.268931388854991 8.491329193115241, -10.268865585327157 8.491292953491277, -10.268709182739267 8.491206169128484))"
Sierra Leone,Southern,Pujehun,Pejeh,"POLYGON ((-11.495071411132823 7.534033775329711, -11.49347114562978 7.530333995819213, -11.492671012878429 7.527433872222965, -11.492271423339798 7.524734020233217, -11.492871284484817 7.5204339027405425, -11.495071411132823 7.516034126281803, -11.496471405029252 7.512834072113159, -11.498870849609386 7.50773382186896, -11.500270843505813 7.501833915710513, -11.502270698547374 7.497334003448493, -11.50307083129884 7.494033813476683, -11.507770538330089 7.494033813476683, -11.511370658874522 7.493834018707339, -11.514071464538528 7.493234157562207, -11.519270896911632 7.490933895111147, -11.524371147155716 7.489734172821108, -11.529471397399913 7.487234115600649, -11.532670974731342 7.4858341217041655, -11.536271095275776 7.483933925628669, -11.538270950317337 7.483233928680428, -11.541570663452159 7.482933998107974, -11.554270744323741 7.482933998107974, -11.555171012878372 7.482838153839119, -11.55602073669429 7.482747077941902, -11.559270858764604 7.481934070587279, -11.561870574951126 7.480033874511784, -11.564670562744151 7.4769339561461905, -11.568071365356456 7.471134185791024, -11.570671081542866 7.46863412857062, -11.574371337890579 7.4667339324950674, -11.576571464538585 7.465034008026187, -11.578571319580032 7.463133811950635, -11.580671310424817 7.4602341651916575, -11.582571029663097 7.456433773040836, -11.584771156311046 7.453433990478579, -11.5907707214355 7.446733951568611, -11.593371391296397 7.442833900451667, -11.59777069091798 7.440033912658756, -11.60067081451417 7.439534187316958, -11.603671073913585 7.440934181213386, -11.606370925903274 7.442934036255004, -11.607471466064409 7.445534229278516, -11.607770919799815 7.450133800506599, -11.608771324157669 7.453433990478579, -11.61067104339595 7.457034111023013, -11.612071037292491 7.460134029388377, -11.614570617675792 7.465534210205028, -11.615270614624036 7.46943378448487, -11.615470886230423 7.474534034729067, -11.61517143249513 7.479633808135993, -11.614570617675792 7.482433795928905, -11.612470626831009 7.487433910369993, -11.611770629882766 7.4926338195800275, -11.611770629882766 7.497734069824226, -11.608470916748058 7.500333786010749, -11.604670524597122 7.502133846282967, -11.600371360778762 7.504533767700258, -11.59717082977296 7.505834102630678, -11.592870712280284 7.508234024047859, -11.589671134948743 7.509533882141176, -11.58617115020753 7.511534214019782, -11.582270622253372 7.513333797454955, -11.579371452331554 7.51533412933356, -11.574070930480968 7.520333766937264, -11.571270942687885 7.522533893585213, -11.566270828247081 7.5252342224120605, -11.56217098236085 7.528734207153385, -11.559270858764604 7.53163385391236, -11.557070732116655 7.534533977508552, -11.555171012878372 7.5383338928223305, -11.553171157836811 7.542334079742553, -11.552471160888684 7.545333862304809, -11.552270889282237 7.548933982849242, -11.552270889282237 7.55263376235974, -11.552471160888684 7.5572338104248695, -11.553071022033704 7.5603342056274485, -11.554270744323741 7.562334060669066, -11.558871269226085 7.568034172058169, -11.561370849609387 7.572634220123297, -11.56607055664058 7.578333854675358, -11.567171096801712 7.580833911895817, -11.567770957946731 7.584333896636914, -11.567670822143452 7.588034152984682, -11.567171096801712 7.591534137725781, -11.56607055664058 7.596834182739322, -11.558871269226085 7.596333980560253, -11.553971290588333 7.596834182739322, -11.55097103118892 7.598234176635807, -11.548471450805618 7.601034164428719, -11.547471046447766 7.603933811187866, -11.547071456909078 7.606934070587166, -11.547170639038097 7.616633892059448, -11.54767131805421 7.6232337951661355, -11.54827117919923 7.6280341148376545, -11.55117130279542 7.639133930206364, -11.55137062072755 7.643633842468383, -11.550670623779308 7.647334098815924, -11.549071311950637 7.650534152984626, -11.546071052551223 7.6536340713501625, -11.541171073913528 7.6564340591430735, -11.535870552062942 7.657633781433113, -11.521970748901321 7.651634216308602, -11.516771316528331 7.6487340927124094, -11.513971328735305 7.646734237671019, -11.504370689391987 7.634533882141234, -11.502571105956985 7.631234169006355, -11.500870704650833 7.626733779907235, -11.499271392822276 7.620734214782722, -11.498170852661143 7.60713386535651, -11.49557113647462 7.5948338508607165, -11.495671272277843 7.589233875274721, -11.497470855712901 7.58113384246827, -11.498070716857923 7.576834201812809, -11.498270988464366 7.561533927917545, -11.498170852661143 7.549133777618415, -11.497771263122512 7.5431342124939045, -11.497071266174213 7.538733959198119, -11.495071411132823 7.534033775329711))"
Sierra Leone,Eastern,Kailahun,Kissi Tongi,"POLYGON ((-10.398699760437022 8.144452095031747, -10.398870468139657 8.145080566406257, -10.399045944213878 8.145731925964364, -10.40293407440181 8.145106315612745, -10.404449462890636 8.145179748535279, -10.415254592895518 8.145711898803834, -10.423648834228526 8.146361351013192, -10.429240226745616 8.150238037109382, -10.432720184326126 8.148595809936644, -10.433298110961925 8.148323059082038, -10.433362960815384 8.148291587829597, -10.439186096191417 8.152827262878482, -10.444394111633255 8.15282058715821, -10.446926116943311 8.151402473449828, -10.450228691101085 8.149552345275943, -10.452651977539015 8.150567054748658, -10.457996368408155 8.15280532836915, -10.464452743530227 8.150854110717896, -10.468876838684093 8.1451902389527, -10.464871406555186 8.151833534240787, -10.464771270751905 8.158134460449283, -10.464270591735794 8.16053390502942, -10.461971282958993 8.165734291076726, -10.460571289062454 8.17143440246583, -10.4599370956421 8.172604560852172, -10.459899902343704 8.17272853851319, -10.459794998168954 8.172865867614698, -10.455322265624954 8.178710937500066, -10.455182075500385 8.17900371551526, -10.453757286071786 8.181983947754029, -10.453308105468759 8.182922363281314, -10.45098876953126 8.187072753906314, -10.450740814208938 8.187677383422859, -10.449570655822765 8.190434455871646, -10.447670936584483 8.193234443664558, -10.44517135620118 8.195834159851024, -10.427671432495128 8.21323394775397, -10.423371315002452 8.217933654785163, -10.421371459960891 8.220733642578248, -10.420285224914561 8.22290706634528, -10.419189453124954 8.22491455078137, -10.417401313781692 8.227298736572388, -10.41589355468751 8.22930908203137, -10.412506103515579 8.23235321044934, -10.41168212890626 8.233093261718814, -10.408386230468759 8.234924316406257, -10.402099609374954 8.236511230468816, -10.398010253906202 8.23828125000012, -10.39398193359376 8.240112304687566, -10.390686035156202 8.243103027343757, -10.388929367065327 8.247105598449773, -10.389971733093216 8.250036239624146, -10.390271186828622 8.250634193420476, -10.391571044921886 8.253733634948794, -10.393771171569835 8.258234024047859, -10.398370742797747 8.261834144592294, -10.39398193359376 8.25952053070069, -10.391723632812454 8.26708984375012, -10.39099121093751 8.273071289062509, -10.390380859374954 8.27587890624995, -10.388305664062397 8.28027343749995, -10.38708496093751 8.283508300781202, -10.384583473205518 8.287902832031202, -10.38269042968751 8.29168701171887, -10.38049316406251 8.294677734375064, -10.377807617187454 8.297119140625009, -10.373901367187454 8.29968261718762, -10.37078857421876 8.30407714843762, -10.366882324218759 8.3079223632812, -10.361389160156204 8.311279296875066, -10.355407714843645 8.315673828125066, -10.350585937500009 8.317321777343759, -10.346191406250009 8.317321777343759, -10.320983886718759 8.317321777343759, -10.308105468749895 8.317504882812507, -10.299011230468702 8.318115234375064, -10.295959472656204 8.321645736694345, -10.295535087585458 8.321342468261728, -10.291876792907724 8.31871891021735, -10.291878700256301 8.317577362060554, -10.291878700256301 8.317187309265146, -10.291880607604991 8.316155433654735, -10.292903900146438 8.312549591064574, -10.293170928955087 8.311610221862743, -10.291240692138683 8.303842544555671, -10.29191493988038 8.295414924621703, -10.292787551879835 8.293397903442447, -10.293866157531749 8.290906906127882, -10.303586959838878 8.28829002380372, -10.305538177490243 8.284403800964363, -10.312003135681163 8.27860069274909, -10.311388015747022 8.27146053314204, -10.308526992797804 8.265693664550847, -10.308172225952159 8.264979362487857, -10.306462287902843 8.258387565612916, -10.30623531341548 8.2575130462646, -10.304311752319288 8.250107765197875, -10.301066398620616 8.238458633422917, -10.295240402221632 8.237808227539126, -10.295160293579055 8.23762893676753, -10.293300628662061 8.233264923095712, -10.293971061706554 8.227437019348208, -10.28973197937007 8.222000122070378, -10.289432525634775 8.221615791320923, -10.29032516479493 8.217713356018187, -10.290763854980478 8.215788841247567, -10.292717933654796 8.210621833801278, -10.292729377746591 8.203974723815984, -10.292734146118175 8.200909614562997, -10.293452262878372 8.199834823608462, -10.296628952026378 8.195077896118173, -10.296628952026378 8.194622039794986, -10.296630859374952 8.193797111511238, -10.299199104309093 8.191850662231454, -10.306350708007765 8.191842079162605, -10.31472206115718 8.189237594604444, -10.316816329956007 8.186586380004949, -10.319308280944778 8.183397293090941, -10.321906089782612 8.178256034851197, -10.323211669921884 8.173021316528384, -10.32386970520015 8.16983222961438, -10.324989318847665 8.168560028076294, -10.329718589782667 8.16330242156989, -10.338786125183002 8.156182289123542, -10.346570968627882 8.149065017700316, -10.346511840820265 8.148947715759343, -10.345409393310558 8.146774291992195, -10.349057197570811 8.149592399597232, -10.349173545837356 8.149682044982917, -10.351930618286142 8.150911331176824, -10.35388469696046 8.15178108215333, -10.354999542236282 8.152277946472234, -10.363387107849073 8.157430648803718, -10.3672657012939 8.161971092224244, -10.371814727783214 8.16130638122565, -10.375621795654194 8.159196853637647, -10.377650260925304 8.158074378967294, -10.380261421203624 8.153527259826724, -10.38409709930421 8.15221023559571, -10.378355979919387 8.149040222167919, -10.382002830505382 8.144726753234984, -10.3824605941772 8.144595146179206, -10.388667106628313 8.147687911987314, -10.39127731323243 8.144460678100593, -10.391540527343704 8.143948554992742, -10.391937255859386 8.143179893493716, -10.395820617675733 8.145736694336003, -10.398699760437022 8.144452095031747))"
